STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,closest_station_id
17,031,840300,17031840300,8403,Census Tract 8403,G5020,S,831224,0,+41.8320943,-087.6818822,40120.0
17,031,840200,17031840200,8402,Census Tract 8402,G5020,S,831087,0,+41.8445748,-087.6491915,41130.0
17,031,841100,17031841100,8411,Census Tract 8411,G5020,S,1143247,0,+41.8510058,-087.6350978,41000.0
17,031,841200,17031841200,8412,Census Tract 8412,G5020,S,625405,0,+41.8555618,-087.6833420,40740.0
17,031,838200,17031838200,8382,Census Tract 8382,G5020,S,1157564,0,+41.8704157,-087.6750794,41030.0
17,031,650301,17031650301,6503.01,Census Tract 6503.01,G5020,S,985559,0,+41.7749275,-087.7299916,40930.0
17,031,760803,17031760803,7608.03,Census Tract 7608.03,G5020,S,760355,0,+41.9753463,-087.8441545,40230.0
17,031,440201,17031440201,4402.01,Census Tract 4402.01,G5020,S,531537,0,+41.7482101,-087.6100746,40240.0
17,031,839000,17031839000,8390,Census Tract 8390,G5020,S,516458,0,+41.8710442,-087.6314045,41490.0
17,031,833300,17031833300,8333,Census Tract 8333,G5020,S,477825,0,+41.8716913,-087.6541251,40350.0
17,031,832900,17031832900,8329,Census Tract 8329,G5020,S,401291,0,+41.8741753,-087.6618908,40470.0
17,031,838000,17031838000,8380,Census Tract 8380,G5020,S,537835,0,+41.8773642,-087.6806502,40810.0
17,031,838100,17031838100,8381,Census Tract 8381,G5020,S,822113,0,+41.8786651,-087.6716805,40810.0
17,031,833100,17031833100,8331,Census Tract 8331,G5020,S,922169,0,+41.8790768,-087.6570454,40470.0
17,031,839100,17031839100,8391,Census Tract 8391,G5020,S,1186061,0,+41.8810267,-087.6327464,40040.0
17,031,030601,17031030601,306.01,Census Tract 306.01,G5020,S,142181,110657,+41.9888802,-087.6549042,40880.0
17,031,030604,17031030604,306.04,Census Tract 306.04,G5020,S,174696,109054,+41.9856712,-087.6528374,41380.0
17,031,030706,17031030706,307.06,Census Tract 307.06,G5020,S,395781,186155,+41.9804564,-087.6509730,40340.0
17,031,040201,17031040201,402.01,Census Tract 402.01,G5020,S,721412,0,+41.9725804,-087.6940005,41010.0
17,031,040202,17031040202,402.02,Census Tract 402.02,G5020,S,588656,0,+41.9798549,-087.6940960,41010.0
17,031,838700,17031838700,8387,Census Tract 8387,G5020,S,658084,0,+41.8625775,-087.7201851,40150.0
17,031,841500,17031841500,8415,Census Tract 8415,G5020,S,432306,0,+41.8616224,-087.7079132,41040.0
17,031,838600,17031838600,8386,Census Tract 8386,G5020,S,246252,0,+41.8678233,-087.7008236,40250.0
17,031,837300,17031837300,8373,Census Tract 8373,G5020,S,368497,0,+41.8716191,-087.7055524,40250.0
17,031,837800,17031837800,8378,Census Tract 8378,G5020,S,1005499,0,+41.8847501,-087.6841274,41710.0
17,031,837400,17031837400,8374,Census Tract 8374,G5020,S,591449,0,+41.8759745,-087.6938013,40220.0
17,031,836900,17031836900,8369,Census Tract 8369,G5020,S,164712,0,+41.8818831,-087.7061362,41070.0
17,031,010701,17031010701,107.01,Census Tract 107.01,G5020,S,429680,0,+42.0091481,-087.6786203,40100.0
17,031,030103,17031030103,301.03,Census Tract 301.03,G5020,S,86635,101282,+41.9955241,-087.6551527,40760.0
17,031,030102,17031030102,301.02,Census Tract 301.02,G5020,S,113330,87128,+41.9930264,-087.6550225,40760.0
17,031,010502,17031010502,105.02,Census Tract 105.02,G5020,S,180367,0,+42.0045171,-087.6633275,41300.0
17,031,010503,17031010503,105.03,Census Tract 105.03,G5020,S,194275,0,+42.0003200,-087.6631269,41300.0
17,031,010702,17031010702,107.02,Census Tract 107.02,G5020,S,357547,0,+42.0090199,-087.6727257,40100.0
17,031,837100,17031837100,8371,Census Tract 8371,G5020,S,745299,0,+41.8856737,-087.6987210,41360.0
17,031,837000,17031837000,8370,Census Tract 8370,G5020,S,412543,0,+41.8783233,-087.6986739,41360.0
17,031,831400,17031831400,8314,Census Tract 8314,G5020,S,2104290,0,+41.8691188,-087.7560884,40970.0
17,031,833000,17031833000,8330,Census Tract 8330,G5020,S,1312658,0,+41.8852883,-087.6572425,41510.0
17,031,813701,17031813701,8137.01,Census Tract 8137.01,G5020,S,667532,0,+41.8548833,-087.7541951,40580.0
17,031,813802,17031813802,8138.02,Census Tract 8138.02,G5020,S,584418,0,+41.8479746,-087.7539886,40580.0
17,031,812301,17031812301,8123.01,Census Tract 8123.01,G5020,S,603513,0,+41.8891477,-087.7984589,41350.0
17,031,812801,17031812801,8128.01,Census Tract 8128.01,G5020,S,317312,0,+41.8831871,-087.8024142,40020.0
17,031,812802,17031812802,8128.02,Census Tract 8128.02,G5020,S,370744,0,+41.8832890,-087.7971767,41350.0
17,031,812302,17031812302,8123.02,Census Tract 8123.02,G5020,S,677387,0,+41.8967468,-087.8015407,40020.0
17,031,760801,17031760801,7608.01,Census Tract 7608.01,G5020,S,1300579,0,+41.9834848,-087.8448472,40230.0
17,031,010201,17031010201,102.01,Census Tract 102.01,G5020,S,504470,0,+42.0160076,-087.6801485,40900.0
17,031,010501,17031010501,105.01,Census Tract 105.01,G5020,S,202151,0,+42.0094117,-087.6639581,40100.0
17,031,252101,17031252101,2521.01,Census Tract 2521.01,G5020,S,825523,24575,+41.8738791,-087.7698569,40010.0
17,031,252102,17031252102,2521.02,Census Tract 2521.02,G5020,S,668487,0,+41.8765923,-087.7598116,40700.0
17,031,252202,17031252202,2522.02,Census Tract 2522.02,G5020,S,637445,0,+41.8767584,-087.7445832,40970.0
17,031,040401,17031040401,404.01,Census Tract 404.01,G5020,S,385796,0,+41.9720667,-087.6860816,41480.0
17,031,220601,17031220601,2206.01,Census Tract 2206.01,G5020,S,189121,0,+41.9258252,-087.7128836,41020.0
17,031,210502,17031210502,2105.02,Census Tract 2105.02,G5020,S,345944,0,+41.9337846,-087.7220524,40060.0
17,031,220602,17031220602,2206.02,Census Tract 2206.02,G5020,S,464798,0,+41.9293312,-087.7119813,41020.0
17,031,210602,17031210602,2106.02,Census Tract 2106.02,G5020,S,380698,0,+41.9341669,-087.7125728,40060.0
17,031,220901,17031220901,2209.01,Census Tract 2209.01,G5020,S,293288,0,+41.9191816,-087.7212483,41020.0
17,031,220902,17031220902,2209.02,Census Tract 2209.02,G5020,S,330304,0,+41.9227112,-087.7218357,41020.0
17,031,160501,17031160501,1605.01,Census Tract 1605.01,G5020,S,345248,0,+41.9592098,-087.7129732,41180.0
17,031,832100,17031832100,8321,Census Tract 8321,G5020,S,222089,0,+41.9528214,-087.6532413,40080.0
17,031,843800,17031843800,8438,Census Tract 8438,G5020,S,1309515,0,+41.8016566,-087.6404756,41170.0
17,031,842800,17031842800,8428,Census Tract 8428,G5020,S,1516560,0,+41.8075339,-087.6983044,41150.0
17,031,980100,17031980100,9801,Census Tract 9801,G5020,S,2961319,0,+41.7859901,-087.7509616,40930.0
17,031,842400,17031842400,8424,Census Tract 8424,G5020,S,1968640,0,+41.7424748,-087.6300400,41430.0
17,031,160602,17031160602,1606.02,Census Tract 1606.02,G5020,S,518376,0,+41.9560930,-087.7006348,40870.0
17,031,160502,17031160502,1605.02,Census Tract 1605.02,G5020,S,310887,0,+41.9555841,-087.7130876,41240.0
17,031,140601,17031140601,1406.01,Census Tract 1406.01,G5020,S,272123,0,+41.9646471,-087.7258909,41290.0
17,031,140701,17031140701,1407.01,Census Tract 1407.01,G5020,S,228327,0,+41.9670375,-087.7126525,41180.0
17,031,140602,17031140602,1406.02,Census Tract 1406.02,G5020,S,384380,0,+41.9646520,-087.7210166,41290.0
17,031,140702,17031140702,1407.02,Census Tract 1407.02,G5020,S,427095,0,+41.9635482,-087.7135753,41180.0
17,031,140301,17031140301,1403.01,Census Tract 1403.01,G5020,S,164128,0,+41.9692055,-087.7231695,41290.0
17,031,842500,17031842500,8425,Census Tract 8425,G5020,S,1075342,0,+41.7769505,-087.6232157,41140.0
17,031,842000,17031842000,8420,Census Tract 8420,G5020,S,589975,0,+41.8349599,-087.6251704,41120.0
17,031,843400,17031843400,8434,Census Tract 8434,G5020,S,656156,0,+41.8493272,-087.7320215,40600.0
17,031,843200,17031843200,8432,Census Tract 8432,G5020,S,2887377,274685,+41.8486664,-087.6630210,41060.0
17,031,140302,17031140302,1403.02,Census Tract 1403.02,G5020,S,421895,0,+41.9725485,-087.7237891,41290.0
17,031,110501,17031110501,1105.01,Census Tract 1105.01,G5020,S,791608,0,+41.9770023,-087.7619249,41280.0
17,031,110502,17031110502,1105.02,Census Tract 1105.02,G5020,S,649190,0,+41.9702866,-087.7598504,41280.0
17,031,150401,17031150401,1504.01,Census Tract 1504.01,G5020,S,738023,0,+41.9645676,-087.7722648,41280.0
17,031,842900,17031842900,8429,Census Tract 8429,G5020,S,2208291,0,+41.8631389,-087.6729379,40830.0
17,031,841900,17031841900,8419,Census Tract 8419,G5020,S,2564980,0,+41.8678920,-087.6429686,40430.0
17,031,843100,17031843100,8431,Census Tract 8431,G5020,S,952596,60082,+41.8602975,-087.7008925,41040.0
17,031,843000,17031843000,8430,Census Tract 8430,G5020,S,1065159,0,+41.8679352,-087.7227523,40920.0
17,031,843300,17031843300,8433,Census Tract 8433,G5020,S,584249,0,+41.8637637,-087.6925503,40440.0
17,031,842100,17031842100,8421,Census Tract 8421,G5020,S,2034641,0,+41.8952785,-087.7336103,40030.0
17,031,080201,17031080201,802.01,Census Tract 802.01,G5020,S,135301,0,+41.9094984,-087.6310054,40630.0
17,031,080202,17031080202,802.02,Census Tract 802.02,G5020,S,155329,0,+41.9058597,-087.6309005,40630.0
17,031,063301,17031063301,633.01,Census Tract 633.01,G5020,S,93853,0,+41.9345409,-087.6430242,40530.0
17,031,070102,17031070102,701.02,Census Tract 701.02,G5020,S,124703,0,+41.9305829,-087.6422020,40530.0
17,031,063303,17031063303,633.03,Census Tract 633.03,G5020,S,236592,0,+41.9347312,-087.6346613,40530.0
17,031,081201,17031081201,812.01,Census Tract 812.01,G5020,S,185123,0,+41.8991538,-087.6262120,41450.0
17,031,081202,17031081202,812.02,Census Tract 812.02,G5020,S,204965,530066,+41.9048083,-087.6246510,40630.0
17,031,031501,17031031501,315.01,Census Tract 315.01,G5020,S,160450,0,+41.9672853,-087.6524500,40770.0
17,031,031502,17031031502,315.02,Census Tract 315.02,G5020,S,161701,0,+41.9636326,-087.6523656,40540.0
17,031,040402,17031040402,404.02,Census Tract 404.02,G5020,S,602584,0,+41.9725450,-087.6788180,40090.0
17,031,220702,17031220702,2207.02,Census Tract 2207.02,G5020,S,575195,0,+41.9293687,-087.7242313,41020.0
17,031,842200,17031842200,8422,Census Tract 8422,G5020,S,1482536,83164,+41.9047618,-087.6494844,40650.0
17,031,842300,17031842300,8423,Census Tract 8423,G5020,S,1872228,0,+41.9090015,-087.6606908,41410.0
17,031,843700,17031843700,8437,Census Tract 8437,G5020,S,1263075,0,+41.9448261,-087.6907876,41440.0
17,031,834900,17031834900,8349,Census Tract 8349,G5020,S,652721,0,+41.7722940,-087.6567344,40290.0
17,031,834700,17031834700,8347,Census Tract 8347,G5020,S,657991,0,+41.7906903,-087.6450334,41170.0
17,031,813301,17031813301,8133.01,Census Tract 8133.01,G5020,S,647921,0,+41.8621602,-087.7544156,40580.0
17,031,813702,17031813702,8137.02,Census Tract 8137.02,G5020,S,374814,0,+41.8551815,-087.7465070,40420.0
17,031,813302,17031813302,8133.02,Census Tract 8133.02,G5020,S,647173,0,+41.8622746,-087.7446672,40970.0
17,031,834800,17031834800,8348,Census Tract 8348,G5020,S,600485,0,+41.7836302,-087.6450879,40940.0
17,031,839800,17031839800,8398,Census Tract 8398,G5020,S,266173,0,+41.8350674,-087.6431623,40190.0
17,031,839700,17031839700,8397,Census Tract 8397,G5020,S,648635,0,+41.8330799,-087.6523571,41060.0
17,031,839900,17031839900,8399,Census Tract 8399,G5020,S,1179551,0,+41.8271230,-087.6487068,40190.0
17,031,835200,17031835200,8352,Census Tract 8352,G5020,S,988538,0,+41.7966437,-087.7452866,40930.0
17,031,836800,17031836800,8368,Census Tract 8368,G5020,S,801878,14139,+41.8850903,-087.7149666,41670.0
17,031,836700,17031836700,8367,Census Tract 8367,G5020,S,1227837,0,+41.8917041,-087.7021747,41070.0
17,031,832200,17031832200,8322,Census Tract 8322,G5020,S,399381,0,+41.9204779,-087.6799729,40670.0
17,031,831000,17031831000,8310,Census Tract 8310,G5020,S,281984,0,+41.9147877,-087.6769994,40590.0
17,031,832400,17031832400,8324,Census Tract 8324,G5020,S,323051,0,+41.9157411,-087.6922565,40670.0
17,031,770902,17031770902,7709.02,Census Tract 7709.02,G5020,S,1164799,0,+41.9700657,-087.8361840,40230.0
17,031,252201,17031252201,2522.01,Census Tract 2522.01,G5020,S,386790,0,+41.8766958,-087.7521051,40970.0
17,031,063302,17031063302,633.02,Census Tract 633.02,G5020,S,121200,0,+41.9347647,-087.6398540,41210.0
17,031,070103,17031070103,701.03,Census Tract 701.03,G5020,S,69094,0,+41.9268110,-087.6426051,41220.0
17,031,220701,17031220701,2207.01,Census Tract 2207.01,G5020,S,266386,0,+41.9261554,-087.7215651,41020.0
17,031,834000,17031834000,8340,Census Tract 8340,G5020,S,988763,0,+41.7275358,-087.6294984,40450.0
17,031,834400,17031834400,8344,Census Tract 8344,G5020,S,585567,0,+41.7769448,-087.5963097,40720.0
17,031,836200,17031836200,8362,Census Tract 8362,G5020,S,813722,0,+41.7904691,-087.6012848,40720.0
17,031,831100,17031831100,8311,Census Tract 8311,G5020,S,1315157,0,+41.9428559,-087.7174956,41240.0
17,031,831700,17031831700,8317,Census Tract 8317,G5020,S,532279,0,+41.9526506,-087.7452551,41330.0
17,031,440202,17031440202,4402.02,Census Tract 4402.02,G5020,S,781697,0,+41.7409599,-087.6097620,41430.0
17,031,030702,17031030702,307.02,Census Tract 307.02,G5020,S,8299,0,+41.9806894,-087.6548217,40340.0
17,031,081401,17031081401,814.01,Census Tract 814.01,G5020,S,279853,0,+41.8950391,-087.6197520,41450.0
17,031,081403,17031081403,814.03,Census Tract 814.03,G5020,S,357392,1461699,+41.8891289,-087.6134528,40330.0
17,031,030603,17031030603,306.03,Census Tract 306.03,G5020,S,116001,0,+41.9854762,-087.6583979,41380.0
17,031,030701,17031030701,307.01,Census Tract 307.01,G5020,S,69878,0,+41.9827453,-087.6579659,41380.0
17,031,030703,17031030703,307.03,Census Tract 307.03,G5020,S,198288,0,+41.9788748,-087.6578708,40340.0
17,031,840800,17031840800,8408,Census Tract 8408,G5020,S,328682,0,+41.8408329,-087.7073710,41040.0
17,031,836000,17031836000,8360,Census Tract 8360,G5020,S,505739,0,+41.8140036,-087.6116843,41270.0
17,031,835800,17031835800,8358,Census Tract 8358,G5020,S,284425,0,+41.8130462,-087.6187192,41270.0
17,031,835900,17031835900,8359,Census Tract 8359,G5020,S,647444,0,+41.8201664,-087.6214989,40300.0
17,031,834500,17031834500,8345,Census Tract 8345,G5020,S,464133,0,+41.7860320,-087.6253618,40510.0
17,031,836300,17031836300,8363,Census Tract 8363,G5020,S,137519,0,+41.8015323,-087.6017584,40130.0
17,031,843600,17031843600,8436,Census Tract 8436,G5020,S,410894,0,+41.8067653,-087.6089488,41080.0
17,031,834600,17031834600,8346,Census Tract 8346,G5020,S,1562247,0,+41.7872465,-087.6343057,40910.0
17,031,831800,17031831800,8318,Census Tract 8318,G5020,S,1903565,0,+41.9782333,-087.7164527,41290.0
17,031,838300,17031838300,8383,Census Tract 8383,G5020,S,348133,0,+41.9015665,-087.6384038,40710.0
17,031,832300,17031832300,8323,Census Tract 8323,G5020,S,840145,0,+41.9192070,-087.6714488,40590.0
17,031,832600,17031832600,8326,Census Tract 8326,G5020,S,721627,0,+41.9147492,-087.6540551,40660.0
17,031,832500,17031832500,8325,Census Tract 8325,G5020,S,783013,0,+41.9218778,-087.6641184,41220.0
17,031,832000,17031832000,8320,Census Tract 8320,G5020,S,167584,0,+41.9462941,-087.6542982,41420.0
17,031,061901,17031061901,619.01,Census Tract 619.01,G5020,S,160610,0,+41.9432367,-087.6434599,41320.0
17,031,030104,17031030104,301.04,Census Tract 301.04,G5020,S,109162,71860,+41.9973166,-087.6559766,40760.0
17,031,030101,17031030101,301.01,Census Tract 301.01,G5020,S,122359,115695,+41.9913475,-087.6550420,40880.0
17,031,160601,17031160601,1606.01,Census Tract 1606.01,G5020,S,397110,0,+41.9595316,-087.7021491,40870.0
17,031,210501,17031210501,2105.01,Census Tract 2105.01,G5020,S,313076,0,+41.9374013,-087.7223301,40060.0
17,031,210601,17031210601,2106.01,Census Tract 2106.01,G5020,S,273651,0,+41.9376356,-087.7122140,40060.0
17,031,836100,17031836100,8361,Census Tract 8361,G5020,S,860471,0,+41.7998052,-087.6186826,40130.0
17,031,835700,17031835700,8357,Census Tract 8357,G5020,S,190189,0,+41.8128443,-087.6275978,41230.0
17,031,839600,17031839600,8396,Census Tract 8396,G5020,S,326898,0,+41.8274411,-087.6192495,40300.0
17,031,840000,17031840000,8400,Census Tract 8400,G5020,S,591628,0,+41.8311662,-087.6382989,40190.0
17,031,835600,17031835600,8356,Census Tract 8356,G5020,S,917536,0,+41.8018352,-087.6322013,41170.0
17,031,831900,17031831900,8319,Census Tract 8319,G5020,S,324325,0,+41.9451690,-087.6687907,41310.0
17,031,830900,17031830900,8309,Census Tract 8309,G5020,S,1037680,0,+41.9286297,-087.6853728,40570.0
17,031,830700,17031830700,8307,Census Tract 8307,G5020,S,860948,7945,+41.9583016,-087.6606982,40540.0
17,031,830800,17031830800,8308,Census Tract 8308,G5020,S,336531,0,+41.9651413,-087.6765775,40090.0
17,031,830600,17031830600,8306,Census Tract 8306,G5020,S,661394,0,+42.0016980,-087.6735738,40100.0
17,031,813801,17031813801,8138.01,Census Tract 8138.01,G5020,S,842066,0,+41.8503424,-087.7434591,40420.0
17,031,301701,17031301701,3017.01,Census Tract 3017.01,G5020,S,330773,0,+41.8424805,-087.7196254,40150.0
17,031,835500,17031835500,8355,Census Tract 8355,G5020,S,914488,0,+41.8163539,-087.6325419,41230.0
17,031,839500,17031839500,8395,Census Tract 8395,G5020,S,262522,0,+41.8340974,-087.6192895,41120.0
17,031,839200,17031839200,8392,Census Tract 8392,G5020,S,650885,0,+41.8420107,-087.6220360,41120.0
17,031,840400,17031840400,8404,Census Tract 8404,G5020,S,982639,0,+41.8338479,-087.6676795,41060.0
17,031,840100,17031840100,8401,Census Tract 8401,G5020,S,335806,0,+41.8418680,-087.6392003,41130.0
17,031,841000,17031841000,8410,Census Tract 8410,G5020,S,1056583,296565,+41.8475875,-087.6102063,41690.0
17,031,770901,17031770901,7709.01,Census Tract 7709.01,G5020,S,1243605,0,+41.9705606,-087.8168677,40750.0
17,031,301802,17031301802,3018.02,Census Tract 3018.02,G5020,S,345011,0,+41.8451846,-087.7277592,40150.0
17,031,580502,17031580502,5805.02,Census Tract 5805.02,G5020,S,494416,0,+41.8145617,-087.6993102,41150.0
17,031,841400,17031841400,8414,Census Tract 8414,G5020,S,238638,0,+41.8533099,-087.7144107,40780.0
17,031,841700,17031841700,8417,Census Tract 8417,G5020,S,266796,0,+41.8531302,-087.7041818,41040.0
17,031,841600,17031841600,8416,Census Tract 8416,G5020,S,159367,0,+41.8553771,-087.7076032,41040.0
17,031,840700,17031840700,8407,Census Tract 8407,G5020,S,541526,0,+41.8529302,-087.6942665,40440.0
17,031,841300,17031841300,8413,Census Tract 8413,G5020,S,1341584,68766,+41.8439774,-087.6842025,40740.0
17,031,301801,17031301801,3018.01,Census Tract 3018.01,G5020,S,694638,0,+41.8416617,-087.7350492,40600.0
17,031,071400,17031071400,714,Census Tract 714,G5020,S,640574,683301,+41.9225714,-087.6295838,40800.0
17,031,071500,17031071500,715,Census Tract 715,G5020,S,895561,723065,+41.9142517,-087.6251017,40800.0
17,031,071600,17031071600,716,Census Tract 716,G5020,S,162135,0,+41.9164725,-087.6411828,40800.0
17,031,071700,17031071700,717,Census Tract 717,G5020,S,159947,0,+41.9128666,-087.6410718,40800.0
17,031,071800,17031071800,718,Census Tract 718,G5020,S,323368,0,+41.9145855,-087.6459660,40650.0
17,031,080100,17031080100,801,Census Tract 801,G5020,S,265778,0,+41.9075536,-087.6267898,40630.0
17,031,080300,17031080300,803,Census Tract 803,G5020,S,361488,0,+41.9074900,-087.6357986,40800.0
17,031,080400,17031080400,804,Census Tract 804,G5020,S,327343,0,+41.9074116,-087.6409021,40800.0
17,031,081000,17031081000,810,Census Tract 810,G5020,S,298827,0,+41.9002655,-087.6321089,40630.0
17,031,081100,17031081100,811,Census Tract 811,G5020,S,102350,0,+41.9002065,-087.6291090,41450.0
17,031,140500,17031140500,1405,Census Tract 1405,G5020,S,452820,0,+41.9653619,-087.7318319,41330.0
17,031,140800,17031140800,1408,Census Tract 1408,G5020,S,724394,0,+41.9644942,-087.7027751,40870.0
17,031,150200,17031150200,1502,Census Tract 1502,G5020,S,1326771,0,+41.9606747,-087.7524131,41330.0
17,031,150300,17031150300,1503,Census Tract 1503,G5020,S,1326521,0,+41.9605179,-087.7622859,41280.0
17,031,300800,17031300800,3008,Census Tract 3008,G5020,S,325846,0,+41.8481108,-087.7075818,41040.0
17,031,300900,17031300900,3009,Census Tract 3009,G5020,S,327299,0,+41.8481796,-087.7026993,41040.0
17,031,301100,17031301100,3011,Census Tract 3011,G5020,S,212135,0,+41.8470212,-087.6979662,40440.0
17,031,301200,17031301200,3012,Census Tract 3012,G5020,S,482206,0,+41.8484171,-087.6914771,40440.0
17,031,301600,17031301600,3016,Census Tract 3016,G5020,S,329517,0,+41.8407572,-087.7122520,40780.0
17,031,310200,17031310200,3102,Census Tract 3102,G5020,S,320480,0,+41.8563085,-087.6442092,41130.0
